Unnamed: 0,mw
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.3511238571015196
2004,0.3526037373189231
2005,0.3646275541326729
2006,0.3643458550281256
2007,0.3679048820855333
2008,0.3753953713920716
2009,0.3785665470002104
2010,0.3890496451577236
2011,0.4061890838206627
2012,0.4074103003854579
2013,0.4179787319621331
2014,0.4256000889510919
2015,0.4177408324682791
