id	26	29	31	33	35	43	ano	mu	ln	mu20	mu40	mu60	mu80
207	114,5215079	162,6205387	171,8060524	197,76779	202,9564548	187,3909699	2012	172,8438856	5,152388792	2,708050201	3,433987204	3,850147602	4,127134385
208	113,8152713	161,5072794	175,7894765	195,3316888	199,9484538	189,9119896	2012	172,7173599	5,151656501	2,708050201	3,433987204	3,828641396	4,127134385
209	119,6172861	154,3860639	171,9956509	194,4824589	200,999163	184,3325823	2012	170,9688675	5,141481479	2,708050201	3,401197382	3,80666249	4,110873864
210	121,6966053	158,1011701	171,6989532	199,7982755	200,9472269	184,5852437	2012	172,8045791	5,152161356	2,708050201	3,433987204	3,828641396	4,127134385
211	114,2151278	159,7728364	173,8484617	195,9432299	196,9064215	180,6947903	2012	170,2301446	5,137151313	2,708050201	3,401197382	3,80666249	4,094344562
212	120,7835364	159,1747751	172,6674888	200,2356231	201,7977662	184,3842954	2012	173,1739141	5,154296374	2,708050201	3,433987204	3,850147602	4,143134726
213	124,6148031	159,8957649	176,9286894	196,9890166	200,4184339	194,7702603	2012	175,602828	5,168224786	2,772588722	3,465735903	3,871201011	4,158883083
214	126,8005057	157,3071715	177,933984	204,6942112	199,1898296	193,3239112	2012	176,5416022	5,173556555	2,772588722	3,465735903	3,891820298	4,17438727
215	128,3582341	152,805715	177,006859	208,7842616	201,0745388	191,5419256	2012	176,5952557	5,173860423	2,772588722	3,496507561	3,891820298	4,189654742
216	133,1443419	157,2583541	174,2986339	221,6283103	220,3025238	195,2258052	2012	183,6429949	5,212993628	2,890371758	3,610917913	4,007333185	4,304065093
217	152,1336993	197,1400702	217,0651116	259,4379936	256,05403	247,8156696	2013	221,6077624	5,400908983	2,944438979	3,663561646	4,077537444	4,369447852
218	129,0463463	148,2922937	178,7818304	207,8514526	203,2374813	198,3312065	2013	177,5901018	5,179478096	2,833213344	3,526360525	3,931825633	4,219507705
219	131,4208168	147,6331417	178,406976	207,3334298	210,1785859	194,8616428	2013	178,3057655	5,18349986	2,833213344	3,526360525	3,931825633	4,234106505
220	127,1407365	148,1442453	176,9618564	210,8992252	210,0710279	195,6186805	2013	178,1392953	5,182565802	2,833213344	3,526360525	3,931825633	4,219507705
221	118,2604086	146,6388292	178,5572128	211,5973691	211,6747857	194,8419433	2013	176,9284248	5,175745271	2,772588722	3,496507561	3,912023005	4,204692619
222	119,2679542	145,8155552	172,1350844	209,3758801	209,8684439	198,2301872	2013	175,7821842	5,169245639	2,772588722	3,465735903	3,871201011	4,158883083
223	120,2109276	142,6900663	171,6080699	209,5960749	203,8357695	198,0302772	2013	174,3285309	5,160941628	2,708050201	3,433987204	3,850147602	4,143134726
224	122,0714578	146,905916	176,8645687	205,6512989	205,4740377	203,9036845	2013	176,8118273	5,175086044	2,772588722	3,496507561	3,912023005	4,189654742
225	125,6877703	145,703817	177,4591803	212,8014197	206,0172782	199,6877527	2013	177,8928697	5,181181514	2,833213344	3,526360525	3,931825633	4,219507705
226	124,1680038	145,9173361	175,4662849	212,902202	212,3833506	204,5751199	2013	179,2353829	5,18869993	2,833213344	3,555348061	3,951243719	4,248495242
227	130,0608899	138,2073981	178,4434329	219,6291029	214,8653522	207,1682697	2013	181,395741	5,200681059	2,890371758	3,583518938	3,988984047	4,276666119
228	132,5987889	137,2027199	174,1855544	230,9344925	225,4620921	214,5476099	2013	185,8218763	5,22478856	2,890371758	3,610917913	4,025351691	4,317488114
229	182,5256253	163,6648903	197,5613337	272,2900054	257,6453006	268,8877029	2014	223,7624764	5,410585116	2,944438979	3,663561646	4,077537444	4,369447852
230	128,2053759	147,9669326	178,0451855	224,0800572	207,9844935	200,3239686	2014	181,1010022	5,199054899	2,833213344	3,555348061	3,970291914	4,262679877
231	131,8950902	152,1078213	175,1743575	225,8250099	210,2983384	202,6236297	2014	182,9873745	5,209417159	2,890371758	3,583518938	3,988984047	4,290459441
232	129,6825696	148,8983891	175,2432261	225,1461275	212,9455846	200,2729836	2014	182,0314801	5,20417964	2,890371758	3,583518938	3,988984047	4,276666119
233	130,5921361	145,7366082	175,7814399	238,1224788	211,3263202	205,3575459	2014	184,4860882	5,217574058	2,890371758	3,610917913	4,025351691	4,304065093
234	128,2546376	143,5709013	169,0505849	230,4308811	206,7719801	203,0153526	2014	180,1823896	5,193969613	2,833213344	3,555348061	3,970291914	4,262679877
235	129,2987176	138,2196349	169,0950586	232,4376278	206,4119144	197,4771262	2014	178,8233466	5,186398428	2,833213344	3,555348061	3,951243719	4,248495242
236	133,2522885	139,3552657	174,3341314	236,3452381	208,8473583	198,7804022	2014	181,819114	5,203012314	2,890371758	3,583518938	3,988984047	4,276666119
237	139,2528063	135,3766476	171,6660583	234,9229761	210,0286676	206,8629014	2014	183,0183429	5,209586382	2,890371758	3,583518938	4,007333185	4,290459441
238	138,78141	151,5654832	180,946203	236,5334801	214,4813752	208,0032562	2014	188,3852013	5,23848881	2,944438979	3,63758616	4,043051268	4,343805422
239	131,042519	150,4338508	175,8681034	232,8307365	220,2361659	210,9922742	2014	186,9006083	5,230576969	2,944438979	3,63758616	4,043051268	4,33073334
240	137,4878158	159,5455123	174,1297031	239,1574821	250,1085703	217,4678186	2014	196,3161504	5,279726372	2,944438979	3,663561646	4,060443011	4,356708827
241	181,3236394	180,9110608	187,29881	279,0153789	268,3448771	257,0754818	2015	225,6615413	5,419036272	2,944438979	3,663561646	4,077537444	4,369447852
242	132,6067106	156,0025246	174,5003567	230,0483503	210,1680912	209,972723	2015	185,5497927	5,22332327	2,890371758	3,610917913	4,025351691	4,317488114
243	131,6048233	141,1895384	169,5373251	225,1406011	207,6798243	201,1987493	2015	179,3918103	5,189572298	2,833213344	3,555348061	3,970291914	4,248495242
244	126,2084756	142,9796508	168,9618458	220,5260662	209,6478516	202,5444017	2015	178,4780486	5,184465617	2,833213344	3,526360525	3,951243719	4,234106505
245	124,3543208	139,1397268	165,1929189	219,7419629	203,1025471	198,1824337	2015	174,9523183	5,16451347	2,708050201	3,433987204	3,850147602	4,143134726
246	129,7111175	136,1273457	164,9867176	221,1734267	204,4019497	204,5815296	2015	176,8303478	5,175190786	2,772588722	3,496507561	3,912023005	4,204692619
247	127,0671207	144,6072224	164,8693936	223,3833384	202,0391207	202,0227782	2015	177,3314957	5,178020838	2,772588722	3,496507561	3,912023005	4,204692619
248	122,4754202	146,7116596	166,6864279	236,5871748	203,0255321	201,2214304	2015	179,4512742	5,189903718	2,833213344	3,555348061	3,970291914	4,262679877
249	123,9987659	142,4430444	177,2626312	223,7981174	203,3322287	200,8112703	2015	178,6076763	5,185191648	2,833213344	3,526360525	3,951243719	4,234106505
250	123,3862643	139,7561184	169,2269125	219,0667741	207,0863364	201,7443219	2015	176,7111213	5,174516316	2,772588722	3,496507561	3,891820298	4,189654742
251	122,4505347	140,7395685	166,3772248	216,2664808	213,0470658	200,2375532	2015	176,519738	5,1734327	2,772588722	3,465735903	3,891820298	4,17438727
252	134,6890175	140,4788715	157,8018823	225,2293917	256,2080043	205,0184777	2015	186,5709408	5,228811547	2,944438979	3,63758616	4,043051268	4,33073334
