,26,29,31,33,35,43,ano
1,0.19606143006984947,0.21884319134348326,0.13318897531088114,0.13940050611904503,0.13690402892740572,0.04627337634093027,2015
2,0.2720935825332147,0.2353072827097977,0.1461046193614735,0.1668681674516474,0.18908103603807244,0.05745287468643998,2015
3,0.27682311019691297,0.2552595141180036,0.15345719888091458,0.16899039555129375,0.19258611700532005,0.06434661096818182,2015
4,0.2827060392649703,0.2501770194047614,0.15247785643406062,0.17233988357639846,0.19227338801256036,0.06119678223488112,2015
5,0.2854780072485151,0.2551627726706726,0.16040337701521912,0.17540079388395996,0.19056359564672787,0.06370320863576738,2015
6,0.28264740191825616,0.2547971566500592,0.1568745632606746,0.17723209670743947,0.18777959122946852,0.061311190329162595,2015
7,0.2928436658620017,0.2487291670825693,0.1585339309455127,0.1777928429871388,0.1893430801421594,0.06429455833708227,2015
8,0.2905051152063524,0.2567473901545051,0.15492288869447912,0.1741649322071605,0.1868987168597463,0.06327430590312172,2015
9,0.29042624461682176,0.2443453668732133,0.1508181154478393,0.17670571195131976,0.18992399283366238,0.06496208347130661,2015
10,0.2963084855292747,0.24415547974527457,0.1511010126046536,0.1743438725188445,0.18555406658185963,0.06381206088722302,2015
11,0.3034147432134621,0.2500924302649777,0.15478621667906228,0.17075600729542312,0.1860670708649221,0.06240321650884932,2015
12,0.2741173915241235,0.2430306907265159,0.15580342688302587,0.16373030903128946,0.14345839789503428,0.06119416971800269,2015
