,26,29,31,33,35,43,ano
1,181.3236393799304,180.911060810123,187.29880996524,279.01537885009975,268.3448770666913,257.0754817927318,2015
2,132.60671063539843,156.00252462189366,174.50035667017292,230.04835026395935,210.16809120246168,209.97272296754727,2015
3,131.60482331650775,141.18953835588619,169.53732510336152,225.14060109365397,207.6798243303064,201.19874932377968,2015
4,126.20847564829504,142.97965077474024,168.96184584423995,220.52606620103447,209.64785163699372,202.5444017356247,2015
5,124.35432077172892,139.13972675912407,165.19291885569476,219.74196291293484,203.10254709624311,198.18243367174014,2015
6,129.71111751884996,136.12734571376987,164.98671764674828,221.17342671002302,204.40194968316126,204.58152956678234,2015
7,127.06712071250007,144.60722241435877,164.86939357480543,223.38333842365165,202.03912068189794,202.0227782458861,2015
8,122.47542021826457,146.71165960591168,166.6864278525415,236.58717475479247,203.02553214376474,201.22143041108492,2015
9,123.99876586307394,142.4430443517521,177.26263123861582,223.79811744464158,203.33222870090742,200.81127029468527,2015
10,123.38626428428823,139.7561184245065,169.2269124901345,219.06677411593375,207.08633639079525,201.7443219025744,2015
11,122.4505347065303,140.73956850204956,166.37722477168455,216.26648078344752,213.0470657935747,200.23755317430974,2015
12,134.689017474803,140.47887149820028,157.8018823095417,225.22939172909417,256.20800426615375,205.01847772111108,2015
