,26,29,31,33,35,43,ano
1,1894876.9729346987,1982126.2134133906,1379841.9698565726,3045343.753436736,1544471.7251705048,1599932.2229380566,1995
2,1003492.0415851857,3001800.734327971,1272879.6084135938,2911267.1381707625,1216373.8363461017,789124.7439347098,1995
3,1440371.344170059,3210753.723774889,700992.196989874,3139042.28582675,653338.2665598637,1859071.3467838224,1995
4,939495.5911481371,3943498.101304902,846862.6894596914,2964437.3490598113,513136.63622471463,1558615.3025365232,1995
5,1692164.4684428056,3203009.8666901933,253597.6982825312,4011705.522907556,486831.84347520565,704293.5134622866,1995
6,1696666.5247308726,2977129.6829123185,747735.5839003084,3854092.8285142016,962432.1391750557,1269023.8339286626,1995
7,1519863.3341030793,2885209.183398334,963558.9969235454,3866473.406056223,1014446.6879054109,1007771.253257117,1995
8,1244221.0466574156,2467886.8511434123,1478169.2454256434,3913494.748537135,937185.712962027,1124052.3859993422,1995
9,1610105.0877492311,2649275.941185558,1373512.9268689344,2771692.8940886646,697076.1724477127,1204671.7861233419,1995
10,1471949.7947877857,2795742.706408822,929827.1156995767,1587700.8578580387,717949.729275766,1311644.3082007426,1995
11,1031834.3324930957,3216797.3651892436,728648.7916574067,1040696.1209733447,614938.7806754314,1856357.0660813644,1995
12,719270.9475895431,2127314.968888743,1152597.7629001748,1197558.0812306977,446152.10185523145,1480716.9062349622,1995
