,26,29,31,33,35,43,ano
1,1551072.5173303818,1002334.0539240456,513616.2791606909,2226242.9134872896,824184.2414719701,552658.1891550028,1998
2,1086774.682656451,408018.42603112187,331268.14449659246,1784933.4496944763,625804.1303774253,538944.7316692267,1998
3,961636.4932969009,338333.2532182853,412175.62914674345,1655014.0385310564,382454.09262212116,1363604.0868139404,1998
4,657789.4777449473,306081.91791108827,927521.17205306,2250124.2279068423,447361.86961184186,1529043.379420611,1998
5,501922.55718996545,937014.6978614861,420938.1795325415,2769181.3960676775,419124.38640879176,831180.2062654508,1998
6,321185.595256821,758133.9350251696,664486.8169082297,2727634.7698073215,424336.11483664135,690581.7394073851,1998
7,807771.1579380496,566924.7904347415,336036.8637709243,2756771.156762255,433838.44290910236,1045325.7591287111,1998
8,931021.3413359481,665218.6914432071,915228.3700136505,2136951.2489315677,167477.798031185,721208.2564136209,1998
9,1788485.8793129039,777766.292219794,785229.3389553389,2202459.324244405,628672.5787097203,416976.0206949562,1998
10,1365951.7719022795,669762.6554015635,687053.4975445642,2189202.508597833,316258.91186971625,700425.118479331,1998
11,2157168.763329098,379559.01716440637,730233.1393053713,2298315.0690759094,1036661.5114307185,844986.5817257144,1998
12,1212463.5971863598,231083.90292631875,559493.8200293819,2355680.7651747344,569821.5591075614,995254.3888496419,1998
