,26,29,31,33,35,43,ano
1,0.1617903365041924,0.1759500114429735,0.16434053393136372,0.15999838265608735,0.16758583437210783,0.14490034872780333,2005
2,0.1470271525689827,0.17937719877129066,0.15841277550459132,0.16261990790457626,0.1621332722121206,0.14979918758937116,2005
3,0.14644358500479537,0.1681804580168712,0.17432496231631878,0.16263292588678635,0.1711813416047928,0.1432425782330945,2005
4,0.16753470644278834,0.17175070545771998,0.18920725067263833,0.16613601700787395,0.16832104860025066,0.14052194743587965,2005
5,0.1605450304518906,0.16684901257078877,0.18626864778693863,0.16026191949944035,0.16577919584651202,0.15121718799153805,2005
6,0.16978890466420027,0.1679722860929106,0.17995587881881314,0.15577069674147304,0.169955935254395,0.14203845577088803,2005
7,0.17214480484436978,0.1812118193912794,0.17668802325689037,0.1516356565563236,0.17045137041683678,0.14293634126028576,2005
8,0.16744155728974808,0.18950040406563506,0.17251400245509474,0.15938032808941527,0.16776342161220958,0.14498064453357629,2005
9,0.17968492911390965,0.18474558013597142,0.17153601304627142,0.15968067246622886,0.16627339867140445,0.1397284190351994,2005
10,0.1609857553559778,0.18683518226525286,0.1676786426631881,0.1624635852641143,0.15641887989489844,0.14265070585351847,2005
11,0.15146212009136495,0.18584287658745546,0.16630074526640892,0.15458951544802813,0.1632810821299675,0.13348030549846357,2005
12,0.15464897012051648,0.17756010914385223,0.1614441253893225,0.16324715657877997,0.1740792254353093,0.13725584902427246,2005
